,good review,useful,funny,cool,is_open,business_stars_Bad,business_stars_Average,business_stars_Good,review_count_Low,review_count_Medium,review_count_High
262387,1,0,0,0,1,0,0,1,1,0,0
193149,0,0,0,0,0,0,0,1,1,0,0
240992,0,1,1,1,1,0,0,1,1,0,0
36278,1,0,0,0,1,0,0,1,1,0,0
233309,0,1,1,1,1,0,0,1,1,0,0
168062,0,1,0,0,0,0,0,1,1,0,0
334113,0,0,0,0,0,0,0,1,1,0,0
242543,1,1,1,0,1,0,0,1,0,0,0
219384,0,1,0,0,1,0,0,1,1,0,0
174693,1,1,0,1,1,0,1,0,1,0,0
322476,1,0,0,0,1,0,1,0,1,0,0
113977,0,1,1,0,1,0,0,1,1,0,0
172267,0,0,0,0,1,0,0,1,1,0,0
139174,1,0,0,0,0,0,0,1,1,0,0
135729,0,0,0,0,1,0,1,0,0,0,1
342984,1,0,0,0,1,0,0,1,1,0,0
331552,0,0,0,0,1,0,0,1,1,0,0
299226,0,0,0,0,1,0,0,1,1,0,0
328884,0,1,0,0,1,0,1,0,1,0,0
1346,0,1,1,1,1,0,0,1,1,0,0
101197,0,0,0,0,1,0,0,1,1,0,0
319869,0,1,0,0,1,0,0,1,1,0,0
34246,1,0,0,0,1,0,0,1,1,0,0
211335,0,0,0,0,1,0,0,1,1,0,0
337705,1,0,0,0,1,0,0,1,1,0,0
94046,0,0,0,0,1,0,0,1,1,0,0
275368,1,1,0,0,1,0,0,1,1,0,0
148974,0,0,0,0,1,0,0,1,0,0,0
991,0,0,0,0,1,0,0,1,1,0,0
33989,1,0,0,0,1,0,0,1,1,0,0
266574,1,0,0,0,0,0,0,1,1,0,0
174622,0,0,0,0,0,0,0,1,1,0,0
148124,0,0,0,1,0,0,0,1,1,0,0
152127,0,1,0,0,1,0,0,1,1,0,0
177181,0,0,0,0,1,1,0,0,1,0,0
247396,1,0,0,0,1,0,0,1,1,0,0
205548,1,1,1,1,1,0,0,1,0,0,0
313176,1,0,1,0,1,0,0,1,0,0,0
95871,0,0,0,0,1,0,0,1,0,0,1
277764,1,0,0,0,0,0,0,1,1,0,0
92463,0,0,0,0,1,0,0,1,0,0,0
99179,0,0,0,0,0,0,1,0,1,0,0
123079,0,0,0,0,1,0,0,1,1,0,0
340126,0,0,0,0,1,0,1,0,1,0,0
6723,1,1,0,0,1,0,0,1,1,0,0
287590,1,0,0,0,1,0,0,1,1,0,0
159985,0,0,0,0,0,0,1,0,1,0,0
56496,1,1,1,1,1,0,0,1,1,0,0
117893,0,1,0,1,0,0,0,1,1,0,0
84237,1,0,0,0,1,0,0,1,1,0,0
7121,0,0,0,0,0,0,0,1,1,0,0
194013,1,0,0,0,1,0,0,1,0,1,0
207812,1,0,0,0,1,0,0,1,0,0,1
199241,0,0,0,0,1,0,1,0,1,0,0
167140,0,0,0,0,1,0,1,0,1,0,0
303508,1,1,0,0,1,0,0,1,1,0,0
248367,1,0,0,0,1,0,0,1,1,0,0
630,1,0,0,0,1,0,0,1,1,0,0
91713,0,1,0,0,0,0,1,0,1,0,0
59095,0,0,0,0,1,0,1,0,1,0,0
208694,0,1,0,0,1,0,0,1,1,0,0
78500,1,1,0,0,1,1,0,0,1,0,0
345672,1,0,0,0,1,0,0,1,1,0,0
99809,0,1,0,0,1,0,0,1,1,0,0
309176,0,1,1,0,0,0,0,1,1,0,0
91098,0,0,0,0,1,0,1,0,1,0,0
145623,0,0,0,0,1,1,0,0,1,0,0
171842,1,1,0,1,1,0,0,1,1,0,0
328500,1,1,0,1,1,0,1,0,1,0,0
190272,1,1,0,0,1,0,0,1,1,0,0
262905,0,0,0,0,0,0,0,1,1,0,0
10775,1,0,0,0,0,0,0,1,1,0,0
81009,0,0,0,0,0,0,0,1,1,0,0
345848,1,0,0,0,1,0,0,1,1,0,0
59154,1,0,0,0,1,0,0,1,1,0,0
48452,0,0,0,0,0,0,1,0,1,0,0
34050,0,0,0,0,1,0,0,1,0,0,1
264006,0,0,0,0,1,0,0,1,1,0,0
115563,0,0,0,0,1,0,1,0,1,0,0
40746,0,1,0,0,0,0,0,1,1,0,0
338337,0,1,0,1,1,0,0,1,1,0,0
340422,0,0,0,0,1,0,0,1,0,0,0
328437,0,0,0,0,1,0,0,1,1,0,0
149397,0,0,0,0,1,1,0,0,1,0,0
29359,0,0,0,0,1,0,0,1,1,0,0
173559,0,0,0,0,1,0,0,1,1,0,0
235901,0,0,0,0,1,0,0,1,1,0,0
5991,1,0,0,0,1,0,0,1,0,1,0
3177,1,0,0,0,1,0,0,1,0,0,0
141451,1,0,0,0,1,0,0,1,1,0,0
193156,0,0,0,0,0,0,1,0,1,0,0
69771,1,0,0,0,1,0,0,1,1,0,0
141839,1,1,0,0,1,0,0,1,1,0,0
87650,0,0,0,0,1,0,0,1,1,0,0
16886,0,0,0,0,1,0,0,1,1,0,0
3797,1,0,0,0,1,0,0,1,1,0,0
114858,0,0,0,0,1,0,0,1,1,0,0
61491,1,0,0,0,1,0,0,1,1,0,0
159142,0,0,0,0,1,0,1,0,1,0,0
184187,0,0,0,0,1,0,0,1,1,0,0
143222,1,0,0,0,0,0,0,1,1,0,0
2815,1,0,0,0,0,0,0,1,1,0,0
342189,0,0,0,0,1,0,0,1,1,0,0
302602,1,0,0,0,0,0,0,1,1,0,0
275822,1,0,0,0,1,0,0,1,1,0,0
333931,0,0,0,0,1,0,1,0,1,0,0
167650,1,0,0,0,1,0,0,1,1,0,0
259860,0,1,0,1,1,0,0,1,1,0,0
138105,1,0,0,0,0,0,1,0,1,0,0
108652,1,1,0,0,1,0,0,1,1,0,0
326620,0,1,1,1,1,0,0,1,1,0,0
21793,1,0,0,0,1,0,0,1,0,1,0
42601,1,0,0,1,1,0,0,1,1,0,0
83497,0,0,0,0,0,0,1,0,1,0,0
114399,1,1,1,1,1,0,1,0,1,0,0
302540,0,0,0,0,0,0,1,0,1,0,0
129422,0,0,0,0,1,0,0,1,1,0,0
58940,0,0,0,0,1,0,0,1,1,0,0
62657,0,1,0,0,1,0,0,1,1,0,0
207669,0,0,0,0,0,0,0,1,1,0,0
260426,1,0,0,0,1,0,1,0,1,0,0
277162,1,1,0,0,0,0,0,1,1,0,0
8236,1,1,1,1,0,0,0,1,1,0,0
167600,1,0,0,0,1,0,1,0,1,0,0
92414,1,0,0,0,1,0,0,1,1,0,0
233020,0,0,0,0,1,0,1,0,1,0,0
341057,0,0,0,0,1,0,0,1,1,0,0
191762,0,1,1,0,0,0,1,0,1,0,0
21972,0,1,1,0,0,0,1,0,1,0,0
332074,1,1,0,0,1,0,0,1,1,0,0
117454,1,0,0,0,0,0,1,0,1,0,0
279488,0,0,0,0,1,1,0,0,1,0,0
43711,0,0,0,0,1,0,0,1,1,0,0
134562,0,0,0,0,0,0,1,0,1,0,0
105546,1,0,0,0,1,0,0,1,0,0,1
334179,0,0,0,0,1,0,1,0,1,0,0
84750,0,0,0,0,1,0,0,1,1,0,0
55300,0,0,0,0,1,0,0,1,1,0,0
238579,0,0,0,0,1,0,0,1,0,0,0
5567,0,0,0,0,1,1,0,0,1,0,0
186872,0,0,0,0,0,1,0,0,1,0,0
10487,0,1,0,1,1,0,0,1,1,0,0
38518,0,1,0,0,1,0,0,1,1,0,0
241755,0,0,0,0,1,0,1,0,1,0,0
26210,1,1,0,0,1,0,0,1,1,0,0
163308,1,0,0,0,1,0,0,1,1,0,0
265970,1,0,0,0,0,0,1,0,1,0,0
324207,0,0,0,0,0,0,1,0,1,0,0
12250,0,0,0,0,0,0,0,1,1,0,0
291143,1,0,0,0,1,0,0,1,1,0,0
312953,1,0,0,0,1,0,0,1,1,0,0
217048,1,0,0,0,1,0,0,1,1,0,0
193347,0,0,0,0,1,0,0,1,1,0,0
224783,0,0,0,0,1,0,0,1,0,1,0
277273,0,0,0,0,0,0,0,1,1,0,0
272045,1,0,1,0,1,0,0,1,1,0,0
206352,1,1,1,1,1,0,0,1,1,0,0
239368,1,0,0,0,1,0,0,1,0,0,0
179221,1,1,0,0,0,0,0,1,1,0,0
100503,1,0,0,0,1,0,0,1,1,0,0
54893,0,1,0,0,1,0,0,1,0,1,0
272160,1,0,0,0,1,0,0,1,1,0,0
322252,0,0,0,0,0,0,0,1,1,0,0
291081,0,0,0,0,1,0,0,1,1,0,0
108774,1,0,0,0,1,0,0,1,1,0,0
77344,1,0,0,0,1,1,0,0,1,0,0
48689,0,0,0,0,1,0,0,1,1,0,0
222872,1,1,0,1,1,0,0,1,0,0,1
44131,1,0,0,0,1,0,0,1,1,0,0
133785,1,1,0,0,1,0,0,1,1,0,0
315241,0,1,0,0,1,0,0,1,1,0,0
305350,1,0,0,0,1,0,0,1,1,0,0
80053,0,0,0,0,1,0,0,1,1,0,0
205817,1,0,0,0,0,0,0,1,1,0,0
63087,0,0,0,0,1,0,0,1,1,0,0
276220,0,0,0,0,1,1,0,0,1,0,0
68356,0,0,0,0,1,0,0,1,1,0,0
286815,1,0,0,0,0,0,0,1,1,0,0
125054,1,0,0,0,1,0,0,1,1,0,0
272432,1,0,0,0,1,0,0,1,1,0,0
244735,1,0,0,0,1,0,1,0,1,0,0
68035,1,0,0,0,0,0,0,1,1,0,0
325547,0,0,0,0,0,0,0,1,1,0,0
172548,0,1,0,0,1,1,0,0,1,0,0
302578,0,0,0,0,1,0,0,1,0,1,0
161785,0,0,0,0,1,0,0,1,1,0,0
170009,1,0,0,0,1,0,0,1,0,0,0
183221,0,0,0,0,1,0,0,1,0,0,1
44196,0,1,0,1,1,0,0,1,0,0,0
98664,0,0,0,0,1,0,1,0,1,0,0
200081,0,1,1,1,1,0,0,1,1,0,0
7851,1,0,0,0,1,0,1,0,1,0,0
307709,0,0,0,0,1,0,0,1,1,0,0
277966,1,0,0,0,1,0,1,0,1,0,0
53938,0,0,0,0,1,0,0,1,1,0,0
261608,0,0,0,0,1,0,0,1,1,0,0
12430,1,0,0,0,0,0,0,1,0,0,1
172933,1,0,0,0,1,0,0,1,1,0,0
90108,0,0,0,0,1,0,0,1,1,0,0
236396,1,1,0,0,1,0,0,1,1,0,0
38656,0,0,0,0,1,0,0,1,1,0,0
311398,1,0,0,0,0,0,0,1,1,0,0
55354,1,1,0,0,1,0,0,1,1,0,0
6074,0,0,0,0,1,0,0,1,1,0,0
80646,0,1,0,1,1,0,0,1,1,0,0
25091,0,0,0,0,0,0,0,1,1,0,0
97401,0,0,0,0,1,0,0,1,0,0,0
127970,1,0,0,0,1,0,0,1,1,0,0
112268,0,1,0,1,1,0,0,1,0,0,0
303260,0,0,0,0,1,1,0,0,1,0,0
317256,1,0,0,0,1,0,0,1,1,0,0
115968,1,0,0,0,1,0,1,0,1,0,0
257720,0,0,0,0,1,0,0,1,1,0,0
314268,0,0,0,0,1,0,0,1,1,0,0
333095,0,0,0,0,0,0,1,0,1,0,0
8504,0,0,0,0,1,0,0,1,1,0,0
324228,0,0,1,0,1,0,1,0,1,0,0
139297,0,1,1,0,1,1,0,0,1,0,0
219124,0,0,0,0,1,0,0,1,1,0,0
114536,1,0,0,0,1,0,1,0,0,0,0
256744,0,1,0,1,1,0,0,1,1,0,0
87,0,0,0,0,1,0,1,0,1,0,0
264277,1,0,0,0,1,0,1,0,1,0,0
293594,1,0,0,0,1,0,0,1,1,0,0
220831,1,1,0,0,1,0,0,1,0,0,1
140372,0,0,0,0,0,0,0,1,1,0,0
211100,1,0,0,0,0,0,1,0,1,0,0
321763,0,0,1,0,1,1,0,0,1,0,0
40362,1,0,0,0,1,0,0,1,1,0,0
142973,0,1,0,0,0,0,1,0,1,0,0
17499,1,0,0,0,1,0,0,1,0,1,0
187088,1,0,0,0,1,0,0,1,1,0,0
1681,1,0,0,0,1,0,0,1,1,0,0
7924,1,0,0,0,0,0,0,1,1,0,0
61403,1,1,0,0,0,0,0,1,1,0,0
148525,1,1,0,0,0,0,0,1,1,0,0
117554,1,0,0,0,0,0,0,1,1,0,0
316095,1,0,0,0,1,0,0,1,1,0,0
284749,1,1,0,1,1,0,0,1,1,0,0
59822,1,0,0,0,1,0,0,1,0,0,0
12540,0,0,0,0,1,1,0,0,1,0,0
118172,1,0,0,0,1,0,0,1,1,0,0
338806,0,0,0,0,1,0,0,1,1,0,0
5415,0,1,0,0,1,0,0,1,1,0,0
268208,0,0,0,0,1,0,0,1,1,0,0
203640,0,0,0,0,1,0,0,1,1,0,0
325069,0,1,0,1,1,0,0,1,1,0,0
72308,0,0,0,0,1,0,1,0,1,0,0
189344,0,0,0,0,0,0,1,0,1,0,0
176264,0,0,0,0,0,0,0,1,1,0,0
67794,0,0,0,0,0,0,1,0,1,0,0
38559,1,0,0,0,1,0,0,1,1,0,0
225876,1,0,0,0,1,0,0,1,1,0,0
97261,1,1,0,1,1,0,0,1,1,0,0
339532,1,1,0,1,1,0,0,1,1,0,0
321989,0,1,1,0,1,0,0,1,1,0,0
344036,0,0,0,0,0,0,0,1,1,0,0
205373,1,0,0,0,1,0,0,1,1,0,0
50143,1,0,0,0,1,0,0,1,1,0,0
100745,0,1,0,0,1,0,1,0,1,0,0
123779,1,0,0,0,0,0,0,1,1,0,0
265779,1,0,0,0,1,0,0,1,0,0,1
135074,0,0,0,0,1,0,0,1,1,0,0
171606,1,0,0,0,1,1,0,0,1,0,0
43754,0,1,0,0,1,0,0,1,1,0,0
305974,0,0,0,0,0,0,0,1,1,0,0
248784,1,0,1,0,1,0,0,1,0,0,0
304540,1,0,0,0,1,0,0,1,0,0,0
133635,0,0,0,0,1,0,0,1,0,1,0
334878,0,0,0,0,1,0,1,0,1,0,0
5742,0,0,0,0,1,0,0,1,1,0,0
269112,0,1,0,0,1,1,0,0,1,0,0
14112,1,0,0,0,1,0,0,1,1,0,0
111678,0,1,0,0,1,0,1,0,1,0,0
138125,0,1,1,1,0,0,0,1,1,0,0
165308,1,0,0,0,1,0,0,1,0,1,0
164476,0,0,0,1,1,0,0,1,0,0,0
319147,1,0,0,0,1,0,0,1,1,0,0
148571,1,0,0,0,1,0,0,1,1,0,0
337688,0,0,0,0,1,1,0,0,1,0,0
218982,1,0,0,0,1,0,0,1,1,0,0
140266,0,0,0,0,1,0,0,1,1,0,0
14228,0,0,0,0,1,0,0,1,1,0,0
4905,0,0,0,0,1,1,0,0,1,0,0
306426,0,0,0,0,0,0,1,0,1,0,0
142752,0,1,0,0,1,0,0,1,1,0,0
43826,0,0,0,0,1,0,1,0,1,0,0
275642,0,0,0,0,1,0,0,1,1,0,0
65240,0,1,1,0,1,0,1,0,0,0,1
64692,0,0,0,0,1,1,0,0,1,0,0
170433,0,0,0,0,1,0,0,1,1,0,0
249288,1,0,0,0,1,0,0,1,1,0,0
300408,0,0,0,0,1,0,1,0,1,0,0
254959,0,1,0,0,1,0,0,1,1,0,0
99337,0,1,1,0,1,0,1,0,1,0,0
35613,1,0,0,0,0,0,0,1,1,0,0
87195,1,0,0,0,1,0,0,1,1,0,0
313854,0,0,0,0,1,0,1,0,1,0,0
187910,0,1,0,0,1,0,1,0,0,0,1
9578,1,0,0,0,1,0,0,1,0,0,0
173774,0,0,0,0,1,0,1,0,1,0,0
146426,1,0,0,0,1,0,0,1,1,0,0
169329,0,0,0,0,0,0,1,0,1,0,0
128534,0,0,0,0,1,0,1,0,1,0,0
147111,1,1,0,0,0,0,0,1,0,0,1
220978,0,0,0,1,1,0,1,0,1,0,0
174833,0,0,0,0,0,0,0,1,1,0,0
163104,1,0,0,0,1,0,0,1,0,0,0
348255,1,0,0,0,1,0,1,0,1,0,0
1043,1,0,0,0,1,0,0,1,1,0,0
339685,0,1,0,0,1,0,0,1,1,0,0
169142,0,0,0,0,1,0,0,1,1,0,0
74288,1,0,0,0,1,0,0,1,1,0,0
26551,0,1,0,0,1,0,0,1,1,0,0
207210,0,1,0,0,1,0,1,0,1,0,0
338323,0,1,0,0,1,0,0,1,1,0,0
314222,1,0,0,0,1,0,0,1,1,0,0
298817,0,0,0,0,1,0,0,1,1,0,0
346683,0,0,0,0,1,0,1,0,1,0,0
325997,0,0,0,0,1,0,1,0,1,0,0
321770,0,1,0,0,0,0,0,1,1,0,0
868,0,0,0,0,1,0,1,0,1,0,0
3762,1,0,0,0,1,0,0,1,1,0,0
92490,1,0,0,0,1,0,1,0,1,0,0
174180,0,0,0,0,1,0,0,1,1,0,0
36493,1,0,0,0,1,0,0,1,1,0,0
297984,0,0,0,0,1,1,0,0,1,0,0
173536,0,0,0,0,1,0,1,0,1,0,0
251659,1,0,0,0,1,0,0,1,0,0,0
63288,1,0,0,0,0,0,0,1,1,0,0
346625,1,0,0,0,1,0,0,1,0,0,1
212857,0,0,0,0,1,0,0,1,1,0,0
129455,0,0,0,0,1,0,0,1,0,1,0
306772,1,1,0,0,1,0,0,1,1,0,0
109722,1,0,0,0,1,0,0,1,0,0,0
168681,1,0,0,0,1,0,0,1,1,0,0
125320,1,1,0,0,1,0,0,1,1,0,0
318718,0,1,0,0,1,0,0,1,1,0,0
347110,0,0,0,0,1,0,0,1,1,0,0
314667,0,0,0,0,0,0,1,0,1,0,0
22042,1,0,0,0,0,0,0,1,1,0,0
281779,0,0,0,0,1,0,0,1,0,0,1
65819,1,1,0,1,1,0,0,1,1,0,0
45931,1,0,0,0,1,0,0,1,1,0,0
235867,0,0,0,0,1,0,0,1,1,0,0
53587,0,0,0,0,1,0,0,1,1,0,0
147517,1,0,0,1,1,0,0,1,0,0,0
76149,1,0,0,0,0,0,0,1,1,0,0
302250,1,0,0,0,1,0,0,1,1,0,0
12877,1,1,0,0,1,0,0,1,1,0,0
269162,0,0,0,0,1,0,0,1,1,0,0
182291,1,0,0,0,1,0,0,1,1,0,0
248051,0,0,0,0,1,0,1,0,1,0,0
259390,1,0,0,0,1,0,0,1,1,0,0
209405,0,0,0,0,1,0,0,1,0,0,0
252243,1,0,0,0,1,0,0,1,1,0,0
82250,1,1,0,0,1,0,0,1,1,0,0
67920,1,1,0,0,1,0,0,1,1,0,0
224435,0,1,0,0,1,0,0,1,1,0,0
148573,0,1,0,1,1,0,1,0,1,0,0
233653,1,0,0,0,1,0,0,1,1,0,0
299159,0,1,0,1,1,0,0,1,0,1,0
157145,1,0,0,1,1,0,0,1,1,0,0
255320,1,1,0,0,0,0,0,1,1,0,0
283333,1,0,0,0,1,0,1,0,1,0,0
62880,0,1,1,0,0,0,0,1,1,0,0
282225,1,1,0,0,1,0,0,1,0,0,1
83483,0,1,1,0,1,1,0,0,1,0,0
276599,0,0,0,0,1,0,0,1,1,0,0
87726,0,0,0,0,1,0,0,1,1,0,0
225037,0,0,0,0,1,0,0,1,1,0,0
308093,0,0,0,0,1,1,0,0,1,0,0
95024,0,0,0,0,1,0,0,1,1,0,0
303228,0,0,0,0,1,0,0,1,1,0,0
161794,1,0,0,0,1,0,0,1,1,0,0
62517,1,0,0,0,1,0,0,1,1,0,0
17617,1,1,0,1,1,0,0,1,1,0,0
291985,1,1,0,1,0,0,0,1,1,0,0
65024,0,1,0,1,1,0,0,1,1,0,0
6491,0,0,0,0,1,0,1,0,1,0,0
330176,0,0,0,0,0,0,1,0,1,0,0
316021,0,0,0,0,1,0,0,1,1,0,0
272996,0,1,0,1,0,0,0,1,1,0,0
253430,0,1,0,0,1,0,0,1,1,0,0
126577,0,0,0,0,1,0,0,1,1,0,0
41185,1,0,0,0,0,0,0,1,1,0,0
343031,0,0,0,0,1,0,0,1,1,0,0
187846,0,0,0,0,1,0,0,1,1,0,0
255742,0,0,0,0,1,0,0,1,1,0,0
45390,1,0,0,0,1,0,0,1,1,0,0
72912,0,0,0,0,0,1,0,0,1,0,0
261,1,0,0,0,1,0,0,1,0,0,0
65389,0,0,0,0,0,0,0,1,1,0,0
68970,1,0,0,0,0,0,0,1,1,0,0
188641,0,0,0,0,1,0,0,1,1,0,0
69623,0,0,0,0,1,0,0,1,0,1,0
104453,0,1,0,0,1,0,0,1,1,0,0
242133,1,0,0,0,0,0,0,1,1,0,0
152930,1,0,0,0,1,0,0,1,0,0,1
156554,0,0,0,0,1,0,1,0,1,0,0
4151,0,0,0,0,1,1,0,0,1,0,0
247528,0,0,0,0,1,0,1,0,1,0,0
162745,0,1,0,0,0,0,1,0,1,0,0
115597,1,0,0,0,1,0,0,1,1,0,0
30050,1,0,0,0,1,0,0,1,1,0,0
40978,1,1,0,1,1,0,0,1,1,0,0
276439,0,0,0,0,1,0,0,1,1,0,0
34413,0,0,0,0,1,0,0,1,1,0,0
123305,1,0,0,0,1,0,0,1,1,0,0
139385,0,0,0,0,0,0,0,1,1,0,0
199692,0,1,1,1,1,0,0,1,0,0,1
201353,0,0,0,0,1,0,0,1,0,1,0
233137,1,0,0,0,1,0,1,0,1,0,0
157716,1,0,0,0,1,0,0,1,1,0,0
15482,1,0,0,0,0,1,0,0,1,0,0
143411,0,0,0,0,1,0,0,1,1,0,0
77555,0,1,0,1,1,0,0,1,1,0,0
192484,1,0,0,0,1,0,0,1,1,0,0
240928,0,0,0,0,1,0,1,0,1,0,0
52630,1,0,0,0,1,0,0,1,1,0,0
133966,1,0,0,0,1,0,1,0,1,0,0
118691,1,0,0,0,0,0,0,1,1,0,0
54014,1,0,0,0,1,0,1,0,1,0,0
199828,0,0,0,0,1,0,0,1,1,0,0
23288,0,0,0,0,1,0,0,1,1,0,0
78081,1,0,0,0,1,0,0,1,0,0,0
181099,1,0,0,0,1,0,0,1,1,0,0
51677,1,1,0,0,1,0,0,1,1,0,0
238412,1,0,0,0,1,0,0,1,1,0,0
121347,0,0,0,0,1,0,0,1,0,1,0
79198,0,0,0,0,1,0,0,1,1,0,0
109789,1,0,0,0,1,0,0,1,1,0,0
191533,1,0,0,0,1,1,0,0,1,0,0
31978,1,0,0,0,1,0,0,1,1,0,0
157031,0,0,0,0,1,0,0,1,1,0,0
326533,0,0,0,0,1,0,1,0,1,0,0
24152,1,1,0,0,0,0,0,1,1,0,0
212280,1,0,0,0,0,0,0,1,1,0,0
329971,0,0,0,0,1,0,0,1,0,0,1
200268,1,1,0,1,1,0,0,1,1,0,0
114666,0,0,0,0,1,0,0,1,1,0,0
73570,0,1,0,0,1,0,1,0,1,0,0
73831,0,1,0,1,1,0,0,1,1,0,0
229616,1,0,0,0,1,0,0,1,1,0,0
303073,1,1,0,0,0,0,1,0,1,0,0
15025,1,1,1,1,1,0,0,1,0,1,0
304991,1,1,1,1,1,0,0,1,1,0,0
185237,0,0,0,0,1,0,0,1,1,0,0
328760,0,0,0,0,0,0,1,0,1,0,0
35869,1,0,0,0,1,0,0,1,0,0,1
8492,0,0,0,0,0,0,1,0,1,0,0
311155,0,0,0,0,1,0,0,1,1,0,0
27152,1,0,0,0,0,0,0,1,1,0,0
243971,1,0,0,0,1,0,0,1,0,0,1
113261,1,0,0,0,1,0,0,1,0,0,1
127810,0,1,0,0,1,0,1,0,1,0,0
132481,0,0,0,0,1,0,0,1,1,0,0
291629,1,0,0,0,0,0,0,1,1,0,0
344031,0,0,0,0,1,0,0,1,0,0,1
31301,1,0,0,0,1,0,0,1,1,0,0
210498,0,0,0,0,1,0,0,1,1,0,0
87369,1,1,0,0,0,0,0,1,0,0,1
56345,0,0,0,0,1,0,0,1,1,0,0
165427,0,0,0,0,1,0,1,0,1,0,0
192461,1,0,0,0,1,0,0,1,1,0,0
7909,1,0,0,0,1,0,0,1,1,0,0
268707,1,0,0,0,1,0,0,1,1,0,0
148519,0,1,0,0,1,0,0,1,1,0,0
348123,0,1,1,0,1,0,0,1,1,0,0
314892,0,1,0,0,1,0,0,1,1,0,0
52867,0,0,0,0,1,0,0,1,1,0,0
278806,0,0,0,0,1,0,1,0,1,0,0
166074,0,0,0,0,1,0,1,0,1,0,0
45611,1,0,0,0,1,0,0,1,1,0,0
223300,0,0,0,0,1,0,0,1,1,0,0
20120,0,1,1,0,1,0,0,1,1,0,0
325604,1,0,0,0,1,0,0,1,0,0,1
289338,0,0,0,0,1,0,0,1,1,0,0
247361,1,1,1,1,0,0,0,1,1,0,0
228769,0,0,0,0,1,1,0,0,1,0,0
321108,1,0,0,0,0,0,0,1,1,0,0
189780,0,1,0,0,1,0,1,0,1,0,0
117816,0,0,0,0,1,0,1,0,1,0,0
153076,0,0,0,0,1,0,1,0,1,0,0
35077,1,0,0,0,1,0,0,1,1,0,0
195912,0,1,0,1,1,0,0,1,1,0,0
167482,0,0,0,0,0,0,1,0,1,0,0
264844,0,0,0,0,1,0,0,1,0,0,1
218864,0,0,0,0,1,0,0,1,1,0,0
42170,1,1,0,1,1,0,0,1,1,0,0
326369,0,0,0,0,1,0,1,0,1,0,0
277225,0,0,0,0,1,0,0,1,1,0,0
257868,1,1,0,0,1,0,0,1,0,1,0
98242,0,1,0,0,1,0,0,1,1,0,0
99883,1,1,1,1,1,0,0,1,1,0,0
307409,1,1,0,0,1,0,0,1,1,0,0
141230,1,1,0,0,0,0,0,1,1,0,0
188980,1,0,0,0,1,0,0,1,0,1,0
85644,1,0,0,0,1,0,0,1,1,0,0
321286,0,1,0,0,1,0,1,0,1,0,0
314439,0,0,0,0,1,0,0,1,0,0,0
18912,0,1,0,0,1,0,0,1,1,0,0
197714,1,0,0,0,0,0,1,0,1,0,0
118498,1,0,0,0,1,0,0,1,1,0,0
25456,0,0,0,0,1,0,0,1,1,0,0
185985,0,0,0,0,1,0,0,1,1,0,0
288655,0,0,0,0,0,0,0,1,1,0,0
132081,0,0,1,0,1,0,1,0,1,0,0
2205,1,0,0,0,1,0,0,1,1,0,0
15519,0,0,0,0,1,0,0,1,0,0,1
346002,1,0,0,0,1,0,0,1,1,0,0
327977,1,0,0,0,1,0,0,1,1,0,0
36224,1,0,0,0,0,0,0,1,1,0,0
179292,0,0,0,0,1,0,0,1,1,0,0
339816,1,1,0,1,1,0,0,1,1,0,0
52413,1,0,0,0,0,0,0,1,1,0,0
77195,0,0,0,0,1,0,0,1,1,0,0
239709,1,1,1,0,1,0,0,1,1,0,0
200881,0,0,0,0,1,0,0,1,0,0,0
227775,1,0,0,0,1,0,0,1,1,0,0
320121,1,0,0,0,1,1,0,0,1,0,0
27256,1,0,0,0,1,0,0,1,1,0,0
249404,0,0,0,0,1,0,1,0,1,0,0
19332,1,0,0,0,1,0,0,1,1,0,0
230288,0,1,1,1,1,0,0,1,0,0,1
7123,0,0,0,0,1,0,0,1,1,0,0
269923,0,0,0,0,1,1,0,0,1,0,0
65793,1,0,0,0,1,0,0,1,1,0,0
177667,0,1,0,0,1,1,0,0,1,0,0
198834,0,0,0,0,1,0,0,1,1,0,0
334865,1,0,0,0,1,0,0,1,1,0,0
67974,0,0,0,0,1,0,0,1,0,0,0
219139,1,0,0,0,1,0,0,1,1,0,0
14593,1,0,0,0,1,0,0,1,1,0,0
113357,1,0,0,0,1,0,0,1,1,0,0
118764,0,0,0,0,1,0,0,1,1,0,0
293654,1,0,0,0,1,0,0,1,1,0,0
31015,1,0,0,0,1,0,0,1,1,0,0
48905,0,1,0,0,0,0,1,0,1,0,0
299816,1,0,0,0,1,0,0,1,1,0,0
232515,0,0,0,0,0,0,0,1,1,0,0
167743,0,1,0,1,1,0,0,1,1,0,0
216228,1,0,0,0,1,0,0,1,1,0,0
172520,0,0,0,0,1,0,0,1,0,0,1
35578,1,1,0,0,1,0,0,1,1,0,0
178424,0,0,0,0,0,0,1,0,1,0,0
86275,1,0,0,0,0,0,0,1,1,0,0
238541,1,1,0,0,1,0,0,1,1,0,0
99232,0,1,0,1,0,0,1,0,1,0,0
217292,1,0,0,0,0,0,0,1,1,0,0
20657,0,0,0,0,1,0,0,1,1,0,0
290298,0,0,0,0,1,1,0,0,1,0,0
284819,0,0,0,0,1,0,0,1,1,0,0
191611,0,0,0,0,1,0,0,1,1,0,0
77906,0,0,0,0,1,0,0,1,1,0,0
140581,1,0,0,0,1,0,1,0,1,0,0
285494,1,0,0,0,1,0,0,1,1,0,0
